id;salary_currency;salary_gross;description;area_id;area_name;name;employer_name;published_at;salary_from;salary_to
36394091;RUR;FALSE;<p>We are growing IT-company. We are looking for Team Lead for our client from USA</p> <p><strong>About the project:</strong><br />E-Commerce platform with huge backend and integrations with multiple APIs.</p> <p>Technologies:</p> <p><strong>Backend</strong><br />Python / Django<br />Postgres<br />Some small Golang</p> <p><strong>Frontend</strong><br />HTML / CSS<br />JavaScript<br />React / Redux</p> <p><strong>Environment</strong><br />AWS<br />Kubernetes</p> <p><strong>Key Integrations</strong><br />Shopify<br />Recurly</p> <p><strong>Requirements</strong>:<br />English: Intermediate and higher<br />Django and Python experience: 8+ years<br />React experience: 2+ years<br />Location: Saint-Petersburg</p> <p>Team will consist of 5 people on our end. They supposed to work from office or remotely.</p> <p><strong>We are looking urgently.</strong></p> <p> </p>;2;Санкт-Петербург;Senior Python Developer (Django) Remote;Ambaha Solutions;2020-03-20;150000;150000
36906276;RUR;TRUE;"<p>ИЩЕМ ПРОГРАММИСТА ДЛЯ ВЕДЕНИЯ ОБУЧАЮЩЕГО КУРСА ПО PYTHON</p> <p>Школа удаленных профессий «Profi Internet» ищет программиста для создания и ведения обучающего курса по Python.</p> <p>Зарплата: ориентируемся на 150 000 рублей/месяц и выше.</p> <p>Оклад + премия от продаж, кол-ва учеников, и других факторов.</p> <p>График работы: по мере занятости.</p> <p>Пн-пт: с 12:00 до 23:00 по мск, сб 12:00-16:00 (полностью удалённо).</p> <p><strong>Требования:</strong></p> <p>* опыт в программировании на Python от 2-х лет;</p> <p>* грамотная устная и письменная речь;</p> <p>* способности к публичным выступлениям, умение четко формулировать свои мысли;</p> <p>* желание обучать других.</p> <p><strong>Основные обязанности:</strong></p> <p>* Ведение вебинаров (как обучающих, так и продающих).</p> <p>* Создание материалов для уроков в записи и вебинаров.</p> <p>* Периодическая доработка материалов: улучшение, упрощение, дополнение.</p> <p>* Запись видеоуроков: на камеру возле флипчарта, скринкаст видео - с презентацией.</p> <p>* Обратная связь ученикам на вебинарах и в переписке.</p> <p><strong>Дополнительная информация о школе. </strong></p> <p>Основатели – Артур Грант и Виталий Гандзий. Мы проводим онлайн-курсы с 2014 года, более 8000 человек прошли наши платные программы. В 2016-м году основали школу «Profi Internet», с уклоном в обучение удаленным профессиям. В команде сейчас больше 40 человек.</p> <p>Все дополнительные вопросы можно будет уточнить после заполнения анкеты и прохождения отборочных этапов.</p> <p>Мы обязательно напишем Вам, если Ваши ответы нас заинтересуют.</p>";1;Москва;Программист по созданию и ведению обучающего курса по Python;Profi-internet, школа востребованных интернет-профессий;2020-06-07;150000;150000
37242589;RUR;FALSE;<p><strong>Кто нам нужен?</strong></p> <p>Мы ищем коллегу, в задачи которого будет входить разработка back-end на python с flask. Этот человек должен обладать знаниями о том, как создать продукт устойчивый к сбоям, понимает архитектуру продукта и не чужд вопросам информационной безопасности</p> <p><strong>Какие задачи мы предлагаем</strong>:</p> <p>- Непосредственное участие в проектировании, анализе и разработке технических решений вместе с проектной командой.</p> <p>- Улучшение и оптимизация существующего кода (у нас есть небольшие наработки по проекту). Мы готовы прислушиваться к проявленным инициативам.<br />- Поддержание высокого качества кода, участие в Code Review, написание модульных тестов и, по возможности, интеграционных. К особенностям продукта можно отнести невозможность вносить правки в продуктивную систему, как следствие - требования к качеству кода у нас выше, чем у многих других.</p> <p><strong>Технологический стек и критерии оценки</strong>.<br />Обязательно:</p> <p>Python - требуемый опыт работы с реальными проектами от 4-х лет. Знание основных шаблонов проектирования и особенностей их реализации.<br />Опыт написания модульных тестов</p> <p>- REST API. Умение использовать генераторы API. Мы используем OpenAPI AKA swagger) но, если згакомы с thrift или любыми другими подобными, тоже пойдёт</p> <p>- SQLAlchemy: опыт работы с этим или другими аналогичными ORM</p> <p>- Необходим опыт работы с реляционной СУБД. Мы используем PostgreSQL</p> <p>- Баг-трекеры: опыт работы (мы используем jira)</p> <p>- Linux на уровне администратора домашнего сервера</p> <p>- Git: опыт работы включая опыт разрешения конфликтов.</p> <p>- Docker: использование в реальных проектах CI/CD системы: опыт использования. Мы используем gitlab-ci, но если есть опыт с любой, то этого будет достаточно</p> <p>Желательно:</p> <p>- Графовые БД</p> <p>- Kubernetes: хотя бы на уровне представления</p> <p>- Опыт написания интеграционных и нагрузочных тестов</p> <p>- Опыт построения систем с высокой доступностью и/или высокой нагрузкой</p> <p>- Опыт использования IaaS, KaaS и прочих SaaS</p> <p><strong>Про компанию, команду и softskills от соискателя</strong><br />Адекватность (в нашем понимании адекватности). Команда проекта небольшая, и все работают в тесной связке друг с другом. Поэтому мы хотим найти коллегу, который легко впишется в наш коллектив.<br />У нас нет стремления следовать Scrum, Kanban или другим популярным методологиям. Но мы стараемся использовать различные гибкие практики, поэтому знание и понимание особенностей жизненного цикла ПО будет очень большим плюсом.<br />Мы стараемся создавать качественный продукт, максимально полезный конечному пользователю. Поэтому будем ожидать вовлечённость, желание предлагать собственные идеи и умение выслушивать мнения коллег.<br />Мы работаем совместно с экспертами по ИБ мирового уровня, а задачи позволят увидеть мир корпоративной кибер-безопасности изнутри.<br />Поэтому мы ожидаем, что все сотрудники будут готовы непрерывно обучаться и узнавать новое, вне зависимости от бэкграунда. Ну и, разумеется, делиться своими знаниями с коллегами.</p> <p><strong>Что ещё мы можем предложить</strong><br />У нас очень гибкий график присутствия в офисе<br />Сам офис находится в центре города, недалеко от метро Чкаловская<br />Стандартный набор: чилл-зона, фрукты, кикер, настольный теннис,<br />PS4 и прочие ништяки<br />Корпоративный пакет ДМС после испытательного срока</p>;2;Санкт-Петербург;Python back-end developer (senior);Digital Security;2020-06-16;150000;150000
37571622;RUR;FALSE;<p><strong>О проекте</strong></p> <p>Мы разрабатываем уникальную систему для поиска runtime угроз в контейнеризованных приложениях на Linux серверах.</p> <p>Ищем человека, который умеет создавать продукты, устойчивые к сбоям и не чужд вопросам информационной безопасности.</p> <p>Мы работаем совместно с экспертами по ИБ мирового уровня, а задачи позволят увидеть мир корпоративной информационной безопасности изнутри.</p> <p><strong>Требования</strong></p> <ul> <li>Опыт промышленной разработки от трех лет (не менее года на Python)</li> <li>Опыт работы с PostgreSQL и SQLAlchemy</li> <li>Опыт работы с микросервисной архитектурой на базе Docker и Kubernetes</li> </ul> <p><strong>Задачи</strong></p> <ul> <li>Разработка и поддержка высоконагруженной системы, обрабатывающий большие потоки данных с распределенной сенсорной сети </li> <li>Работа с существующими и проектирование новых REST и gRPC APIs</li> <li>Портирование performance-intensive сервисов на Go</li> </ul> <p><strong>Условия</strong></p> <ul> <li>Работа с гибким графиком</li> <li>Корпоративный пакет ДМС после испытательного срока</li> <li>Офис в центре города с чилл-зоной, фруктами, кикером, настольным теннисом, PS4 и т.д.</li> </ul>;2;Санкт-Петербург;Python-разработчик системы защиты;Digital Security;2020-06-18;150000;150000
38081205;RUR;FALSE;"<p>Разработка новых архитектур сильного машинного интеллекта на основе реверс-инжиниринга принципов работы мозга. Текущая стадия проекта - стартовая. На данный момент:</p> <ul> <li>разработаны и отлажены на задачах NLP базовые алгоритмы, в частности алгоритмы дискретного разреженного кодирования на языке Julia.</li> <li>системная архитектура находится в стадии PoC (Proof of Concept).</li> </ul> <p> </p> <p><strong>Обязанности:</strong></p> <ul> <li>Участие в разработке системной архитектуры универсального программного контроллера, способного к обучению сложному целесообразному поведению с большим горизонтом планирования (обучение с подкреплением);</li> <li>разработка программного прототипа, способного решать задачи из набора задач OpenAI (gym.openai.com/);</li> <li>техническое руководство программистами проекта, поддержание единой культуры и подходов в написания кода.</li> </ul> <p> </p> <p><strong>Требования:</strong></p> <ul> <li>Опыт решения задач Data Science/Machine learning на реальных данных с использованием одного из следующих языков - Julia, Matlab, Python;</li> <li>Хорошее знание Linux;</li> <li>хорошее знание алгоритмов и структур данных;</li> <li>понимание принципов параллельной и конвейерной обработки данных;</li> <li>предшествующая узкая специализация не является препятствием, важнее скорость обучения и желание учиться.</li> </ul> <p> </p> <p><strong>Условия:</strong></p> <ul> <li>Полная занятость;</li> <li>гибкий рабочий график с возможностью удаленной работы;</li> <li>з/п &quot;белая&quot;, уровень обсуждается на собеседовании.</li> </ul>";1;Москва;Программист Python (Senior/TeamLead);Айсиэм;2020-08-05;150000;150000
38211246;RUR;TRUE;"<p><strong>Обязанности:</strong></p> <ul> <li>Разработка нового модуля мультимедийной платформы доставки контента в замкнутых сетях.</li> <li>Программирование и покрытие кода тестами;</li> </ul> <p> </p> <ul> <li><strong>Нужно быть знакомым со следующими технологиями:</strong></li> <li>Опыт программирования на Python3, python-frameworks;</li> <li> <p>Знания SQL, NoSQL, JSON;</p> </li> <li>Умение работать с серверной инфраструктурой: Nginx, Redis, Docker, Kubernetes</li> <li>Умение работать с Git, CI/CD</li> </ul> <p>- Отличные знания Python3;</p> <p>- Опыт программирования django, eve, asyncio, websocket, REST api;</p> <p>- Умение работать с серверной инфраструктурой: Nginx, Docker, Kubernetes;</p> <p>- Умение работать с PostgreSQL; MongoDB; redis; Sqlite3;</p> <p>- Умение работать с Git, CI/CD;</p> <strong>Условия:</strong> <ul> <li>окончательный размер заработной платы обсуждается с финальным кандидатом</li> <li>официальное оформление по ТК РФ</li> <li>График работы пятидневка 5/2 (10.00 до 18.40)</li> <li>Возможность карьерного и профессионального развития</li> <li>Оформление согласно ТК РФ с первого дня работы</li> <li>Офис по адресу: Проспект Мира, Москва, улица Щепкина</li> <li>Комфортные условия труда, молодой дружный коллектив.</li> </ul>";2;Санкт-Петербург;Backend Developer Python;РМ;2020-07-30;150000;150000
38923809;RUR;FALSE;"<p><strong>Наш партнёр работает над развитием действующего портала по поиску работы и персонала - им нужен сильный Backend-разработчик на Python.</strong></p> <p><strong>Обязанности:</strong></p> <ul> <li>Бэкенд-разработка - исправление багов, добавление новых фич на уже существующий проект.</li> </ul> <p><strong>Требования:</strong></p> <ul> <li>Опыт бэкенд-разработки на python, владение фреймворками Django;</li> <li>владение веб-серверами вроде Nginx, uwsgi/gunicorn;</li> <li>владение SQL-базами данных вроде Postgresql, Mysql;</li> <li>владение очередями задач вроде rabbitmq/celery;</li> <li>владение кешами вроде redis, memcached;</li> <li>опыт в эксплуатации поисковых системам ElasticSearch;</li> <li>умение пользоваться Docker, docker-compose, ci/cd инструметнами вроде Jenkins/Gitlab CI, nexus/artifactory и т.п., умение и желание писать юнит-тесты и e2e-тесты с помощью технологий вроде pytest и Selenium;</li> <li>опыт работ с ОС Linux;</li> <li>умение адекватно оценивать задачи и соблюдать сроки;</li> <li>Приветствуются базовые навыки девопс-инженерии;</li> <li>Приветствуется умение верстать в django шаблонах;</li> <li>Не боязнь коммитить во фронтенд часть сервиса.</li> </ul> <p><strong>Условия:</strong></p> <ul> <li>заработная плата обсуждается индивидуально;</li> <li>сотрудничество на долгосрочной основе;</li> <li>поолностью удалённая работа (без посещения офиса).</li> </ul>";1;Москва;Backend-разработчик (Python, Django);Lightman Solutions;2020-09-07;150000;150000
39138858;RUR;FALSE;"<p><strong>В компанию ООО &quot;НЦА&quot; требуется опытный программист (Back-end Developer) Python.</strong></p> <p><strong>Обязанности:</strong><br />• разработка и поддержка Python-приложений.<br />• разработка и поддержка серверной части высоко-нагруженной и распределённой системы.<br />• разработка API и интерфейсов.<br />• документирование кода.</p> <p><strong>Требования:</strong><br />• опыт работы от 3 лет в разработке с применением <strong>Python</strong>.<br />• знание <strong>Python</strong>, опыт разработки и поддержки web и enterprise-приложений.<br />• хорошее знание SQL (<strong>PostgreSQL</strong>), Memcached, Redis.<br />• умение разбираться в чужом коде.<br />• опыт работы с системами контроля версий (GIT).<br />• знакомство с Unix-like системами.<br />• умение работать в команде, проверять результаты своей работы, способность производить код высокого качества.<br />• самостоятельность и ответственность.</p> <p><strong>Желательно:</strong><br />• знание или понимание на уровне логики Perl.</p> <p><strong>Условия:</strong><br />• полная занятость (полный рабочий день).<br />• белая заработная плата. (По по результатам собеседования).<br />• офис рядом с метро Технопарк.<br />• устройство по ТК РФ, ДМС.<br />• дружный коллектив.</p>";1;Москва;Программист (Back-end) Python;Национальный Цифровой Агрегатор;2020-09-09;150000;150000
39349530;RUR;FALSE;"<p><strong>Условия:</strong></p> <ul> <li>Работа в офисе, центре г. Москвы в шаговой доступности от метро Охотный Ряд;</li> <li>В офисе всегда уютно, дружный коллектив, горячий чай, кофе и фрукты;</li> <li>Оформление по ТК РФ;</li> <li>График работы 5/2, с 9:00 до 18:00 (суббота, воскресенье - выходные);</li> <li>Уровень заработной платы обсуждается индивидуально (фиксированная часть).</li> </ul> <p><strong>Требования:</strong></p> <ul> <li>Хорошие знания Python 3+;</li> <li>Понимание архитектуры современного бэкенда и фронтенда;</li> <li>Приветствуется умение работать с фреймворками Vue/Vuex;</li> <li>Знание языка программирования JavaScript / es8;</li> <li>Опыт работы с Django-rest-framework (DRF);</li> <li>Опыт работы с системой управлениями базы данных Mysql.</li> </ul> <p><strong>Обязанности:</strong></p> <ul> <li>Разработка части Backend и Front-endна Python;</li> <li>Поиск ошибок, их устранение;</li> <li>Участие в полном цикле разработки.</li> </ul>";1;Москва;WEB разработчик на Python (Full stack);Комплектэнерго;2021-02-08;150000;150000
40404075;RUR;FALSE;"<p><strong>REG.RU — </strong>один из крупнейших российских хостинг-провайдеров и регистраторов доменов. <strong>Мы меняем мир хостинг-услуг с 2006 года. </strong></p> <p>Сейчас мы ищем <strong>уверенного Senior python-разработчика в канбан-команду, </strong>которой предстоит запилить маркет, товарный биллинг и сотни крутых решений для услуг нашего дата центра.</p> <p><strong>Что мы доверим: </strong></p> <ul> <li> <p>Проектировать и реализовывать сложные схемы взаимодействия с компонентами системы (материальный учет, биллинг, платежи, инфраструктура);</p> </li> <li> <p>Разработку и сопровождение приложений на Django;</p> </li> <li> <p>Разработку API для SPA и интеграции с внешними сервисами;</p> </li> <li> <p>Участвовать в планировании спринтов, задач, декомпозиции пользовательских историй;</p> </li> <li> <p>Писать лаконичный качественный код, покрывать его тестами, проводить рефакторинг;</p> </li> <li> <p>Заниматься написанием документации;</p> </li> <li> <p>Развиваться, проявлять инициативу и ответственность;</p> </li> </ul> <p><strong>С чем нужно работать:</strong></p> <p>Мы используем крутую систему CI/CD, которая автоматически, несколько раз в день, раскатывает твой протестированный код на боевые сервера. Пишем нашу новую крутую сервисную систему на Python с Django, а под капотом: Docker, Kubernetes, RabbitMQ и прочие интересности. На FrontEnd у нас Vue.JS, а весь код в Git.</p> <p><strong>Что для этого нужно:</strong></p> <ul> <li> <p>Отличное знание Python3;</p> </li> <li> <p>Опыт работы с фреймворком Django;</p> </li> <li> <p>Опыт работы с MySQL/PostgreSQL, уверенное знание SQL, представление о принципах проектирования реляционных БД;</p> </li> <li> <p>Понимание принципов ООП, SOLID, паттерны проектирования, представления о чистой архитектуре;</p> </li> <li> <p>Опыт работы в unix-системах;</p> </li> <li> <p>Командная разработка;</p> </li> </ul> <p><strong>Будет плюсом:</strong></p> <ul> <li> <p>Опыт работы с RabbitMQ;</p> </li> <li> <p>Опыт работы с Kubernetes;</p> </li> </ul> <p><strong>Что мы предлагаем:</strong></p> <ul> <li> <p>Официальное трудоустройство по ТК РФ со всеми вытекающими (оплачиваемый отпуск, оплачиваемый больничный и т.д.);</p> </li> <li> <p>Удаленную работу или рабочее место в Москве, Самаре;</p> </li> <li> <p>Технический рост внутри команды, возможность роста/специализации на вопросах архитектуры, возможность роста до ведущих технических или руководящих позиций;</p> </li> <li> <p>Сильную команду, с которой можно развиваться. Возможность T-Shape;</p> </li> <li> <p>Обеспечение всем необходимым оборудованием для комфортной работы, а также компенсацию коворкинга;</p> </li> <li> <p>Возможность обучения и развития за счет компании (конференции, хакатоны, внешние курсы, богатая внутренняя библиотека);</p> </li> </ul>";78;Самара;Python-разработчик;Регистратор доменных имен РЕГ.РУ;2021-03-22;150000;150000
40407087;RUR;FALSE;"<p><strong>Лекторий &quot;Правое полушарие Интроверта&quot; приглашает в команду опытного Backend разработчика:)</strong></p> <p><strong>TL; DR</strong><br />- Опыт разработки сложного бекенда - от 3х лет<br />- Уметь: Django/Flask, REST API, Unit tests, SQL + оптимизация<br />- Самостоятельно принимать архитектурные решения, использовать best practices<br />- Работать удаленно полный день с полным погружением в проект<br /><br /><strong>Требования:</strong><br />- Опыт коммерческой разработки среднего/сложного бекенда: 3+ лет<br />- Уверенное знание Python в контексте веба (Django/Flask)<br />- Умение работать с чистым SQL и оптимизировать сложные запросы (не только ORM)<br />- Понимание принципов работы и умение грамотно проектировать REST API в команде с frontend разработчиком<br />- Очень хорошее понимание Git. Не только пул/пуш/коммит, но и cherry-pick, rebase (pros and cons) и как работать с ветками<br />- Самостоятельно принимать архитектурные решения с использованием best practices и писать поддерживаемый код без велосипедов на костылях</p> <p><strong>Напишите в сопроводительном письме о релевантном опыте и прикрепите,пожалуйста, ссылку на GitHub</strong><br /><br /><strong>Будет огромным плюсом:</strong><br />- Автоматизация доставки кода в прод и fast-reload приложения (CI/CD, Docker, docker-compose, nginx, gunicorn/puma etc.)<br />- Знание Linux на уровне продвинутого пользователя и базовое администрирование<br />- Хороший технический английский (искать ответы на вопросы в оф. документациях и на английском StackOverflow)</p> <p><strong>Какие условия?</strong></p> <ul> <li>График с 10:00 до 19:00 5/2</li> <li><strong>Оклад 150.000 на руки. Выплата 2 раза в месяц.</strong></li> <li>Удаленная проектная работа. Можно работать из дома.</li> <li>Работа в стремительно развивающемся уникальном проекте Санкт-Петербурга</li> </ul>";2;Санкт-Петербург;Python Разработчик (Python Backend Developer);Правое Полушарие Интроверта;2020-11-25;150000;150000
41098662;RUR;TRUE;"<p><strong>Что нужно делать:</strong></p> <ul> <li>строить системы Data Mining</li> <li>проектировать и реализовывать ETL-процессы</li> <li>собирать Data Pipeline для работы моделей (Kafka + ClickHouse)</li> <li>заниматься обработкой, аналитикой, визуализацией больших данных</li> <li>разрабатывать новые сервисы, алгоритмы и модели вместе с аналитиками и запускать их в прод</li> <li>строить системы мониторинга «здоровья» сервисов</li> </ul> <p><strong>Мы ждем, что вы:</strong></p> <ul> <li>пишете на 3.6+ Python и имеете любимые пакеты</li> <li>умеете работать с брокерами сообщений (Kafka, celery, etc.) и базами данных (Postgres, Clickhouse)</li> <li>имеете опыт работы с Python фреймворками (Django, Flask и т.д.);</li> <li>имеете опыт работы с ОС семейства Linux и сборки Docker в прод</li> <li>имеете опыт обработки потоковых данных и работы над highload проектами</li> <li>знаете SQL, есть опыт построения и оптимизации сложных запросов</li> <li>готовы погружаться в новые технологии</li> <li>понимаете ценность тестов и пишете их</li> <li>любите то, что ты делаете</li> </ul> <p><strong>Будет плюсом, если вы:</strong></p> <ul> <li>знаете технологии машинного обучения и computer science</li> <li>имеете опыт в проектировании и разработке распределенных высоконагруженных сервисов</li> <li>умеете разбираться в научных статьях по разработке и машинному обучению</li> </ul> <p><strong>Условия работы</strong></p> <ul> <li>Работай в любом удобном месте. Если нужен офис – есть в Москве.</li> <li>Гибкий график. Главное, быть на связи 12 - 18 по мск (UTC +3)</li> </ul>";1;Москва;Разработчик Python / Data Engineer;Dalytics;2021-01-23;150000;150000
41183039;RUR;FALSE;<p><strong>Описание</strong></p> <p>В небольшой дружный и профессиональный коллектив по разработке мобильных игр в связи с расширением штата требуется Senior Python разработчик. Приложение представляет собой бэкенд для игры Battle for the Galaxy (Highload 24/7). От разработчика требуется хорошее знание Python, свободное понимание проблем многопоточности, умение разрабатывать проект с оглядкой на производительность и качество кода. Полезным будет опыт работы с AngularJS.</p> <p>Также от вас потребуется любовь к играм - мы делаем игры, которые сделаны игроками для игроков. Каждый член команды принимает активное участие в разработке продукта не только на уровне кода, но и на уровне идей и личного игрового опыта.</p> <p><strong>Обязанности:</strong></p> <ul> <li> <p>Разработка и поддержка backend игр (android, ios, web)</p> </li> <li> <p>Разработка и поддержка аналитического сервиса</p> </li> <li> <p>Разработка и поддержка админки backend сервисов для игровых проектов</p> </li> </ul> <p><strong>Требования:</strong></p> <ul> <li> <p>Python от 2 лет</p> </li> <li> <p>Опыт работы с веб проектами</p> </li> <li> <p>Уверенный пользователь Linux</p> </li> <li> <p>Играть в игры. Требуется для отладки кода и понимания потребностей проекта.</p> </li> <li> <p>Желание работать и развиваться</p> </li> </ul> <p><strong>Преимуществом будет опыт работы с:</strong></p> <ul> <li> <p>Flask</p> </li> <li> <p>AngularJS</p> </li> <li> <p>GitHub (примеры работ)</p> </li> <li> <p>Git</p> </li> <li> <p>Понимание GitFlow</p> </li> <li> <p>Highload</p> </li> <li> <p>Чем-либо из нашего стека: Elasticsearch, Redis, Nginx, Uwsgi, Flask, gRPC, Celery, RabbitMQ, SQL, NoSQL, Kafka, Docker, Clickhouse, Sentry</p> </li> <li> <p>Инструментами Atlassian: Jira, Confluence</p> </li> </ul> <p><strong>Условия:</strong></p> <ul> <li>Интересные игровые проекты</li> <li>Работа в дружном и профессиональном коллективе</li> <li>Достойная зарплата по результатам собеседования.</li> <li>Гибкий график</li> <li>Комфортный офис</li> <li>Соблюдение ТК РФ (праздники, оплата отпуска, больничного)</li> <li>Оплачиваемые обеды, кофе, чай, печенье, фрукты, pizza friday</li> <li>Веселые корпоративы</li> <li>Языковые курсы</li> </ul>;2;Санкт-Петербург;Senior Python Developer;AMT Inc.;2021-01-09;150000;150000
41734740;RUR;FALSE;"<p><strong>Хостинг-провайдер TIMEWEB</strong></p> <ul> <li>Делаем хостинг с 2006 года</li> <li>У нас более 150 000 активных клиентов</li> <li>Поддерживаем более 500 000 сайтов</li> <li>Команда 220 человек</li> <li>Входим в ТОП-3 хостеров России</li> </ul> <p>Наши основные программные продукты: панели управления хостингом, выделенными серверами и VDS, регистрации доменов и заказа SSL, внутренняя CRM, почтовый сервис.</p> <p><strong>Сейчас мы ищем python-разработчика.</strong></p> <p> </p> <p><strong>Что нужно делать:</strong></p> <ul> <li>Поддерживать существующие продукты: биллинг + сервис нотификации Виртуального хостинга (флагманский продукт компании). В первоочередные задачи входит доработка функциональности и рефакторинг кодовой базы для поддержки более высокой нагрузки, связанной с запланированным выходом на зарубежные рынки;</li> <li>Разработать обновленный сервис управления сервером виртуального хостинга. Старая версия написана на perl и находится в совершенно неподдерживаемом состоянии. Текущая готовность 25%;</li> <li>Реорганизовать разрозненные скрипты с различных серверов в полноценные поддерживаемые сервисы.</li> </ul> <p> </p> <p><strong>Список того, с чем придётся столкнуться:</strong></p> <p>Flask, swagger, docker, docker-compose, gunicorn, Kubernetes, Nginx, Apache, MySQL, Redis, RabbitMQ, Celery, ELK, Sentry, Grafana, Gitlab CI</p> <p> </p> <p><strong>Что мы предлагаем:</strong></p> <ul> <li>Белая компания и белая ЗП;</li> <li>Официальное оформление с первого дня;</li> <li>Компенсация питания и спорта, ДМС;</li> <li>Индивидуальные пересмотры ЗП 1-2 раза в год по результатам работы;</li> <li>Яркая кухня с безлимитным кофе, чаем, молоком, а еще фрукты привозят;</li> <li>Гибкое начало рабочего дня с 8 до 11, график 5/2, после исп. срока можно на удалёнке;</li> <li>Просторный офис в СПб, 10 мин. пешком от ст.м. Московские ворота, БЦ &quot;Мега Парк&quot;.</li> </ul> <p> </p> <p><strong>Мы ждем от тебя:</strong></p> <ul> <li>Опыт разработки на Python 3 на уровне написания поддерживаемого и расширяемого REST API. Если слова PEP8, DRY, KISS и common sense вызывают одобрительный кивок, то мы подружимся;</li> <li>Очень хорошего понимания принципов работы с git. Feature branches, merge, rebase, cherry-pick не могут тебя смутить;</li> <li> <p>Умения не только полагаться на ORM, но и писать SQL запросы, которые не уронят прод. Будет очень здорово, если ты знаешь как MySQL устроена под капотом;</p> </li> <li> <p>Понимания необходимости unit и интеграционного тестирования;</p> </li> <li> <p>Умения написать базовый Dockerfile с закрытыми глазами и понимания в каких случаях Docker может быть неприменим;</p> </li> <li> <p>Опыт работы с очередями сообщений.</p> </li> </ul> <p><strong>Большим плюсом будет:</strong></p> <ul> <li> <p>Знание Linux на уровне продвинутого пользователя, базовое администрирование, свободное владение командной строкой;</p> </li> <li> <p>Опыт использования CI/CD для развёртывания сервисов на десятки/сотни машин;</p> </li> <li> <p>Самостоятельность.</p> </li> </ul>";2;Санкт-Петербург;Backend Python разработчик;ТаймВэб;2021-03-17;150000;150000
41793110;RUR;FALSE;<p><strong>Кто мы:</strong></p> <p>«Litebox» – это успешный стартап, один из лидеров на рынке высокотехнологичных решений по автоматизации розничного бизнеса. С 2017 года являемся дочерней компанией «Мобильные ТелеСистемы» (ПАО «МТС») – ведущей телекоммуникационной компании в России и странах СНГ.</p> <p><strong>Чем занимаемся:</strong></p> <p>Мы активно разрабатываем свой продукт – экосистему автоматизации розничной торговли и эффективного управления магазином.</p> <p>Нам нужен <strong>Python разработчик уровня Middle+/Senior</strong> в один из наших офисов (Ульяновск/Москва, а также мы открыты для удаленных кандидатов), который вольется в команду профессионалов и поможет в создании и развитии лучшего кассового решения на рынке.</p> <p><strong><em>В работе понадобится:</em></strong></p> <ul> <li>активно участвовать во всех этапах разработки в составе Scrum-команды: от сбора и анализа требований до написания кода и выкатки в релиз,</li> <li>проектировать и программировать бизнес-логику, веб-интерфейсы, аналитические отчеты для решения практических задач бизнеса,</li> <li>помогать в создании высоконагруженного отказоустойчивого проекта и оптимизировать его производительность,</li> <li>делать интеграции со сторонними сервисами и партнерскими системами.</li> </ul> <p><em><strong>Пожелания к будущему коллеге:</strong></em></p> <ul> <li>отличное знание Python,</li> <li>понимание веб-стека, принципов REST и построения реляционных моделей данных,</li> <li>практический опыт написания сложных SQL-запросов c оптимизацией производительности,</li> <li>умение писать тестируемый (unittest, py.test), документированный и поддерживаемый код,</li> <li>знание GIT/ GitFlow.</li> </ul> <p><em><strong>Приветствуются</strong>:</em></p> <ul> <li>способность и желание быстро погрузиться в новые технологии,</li> <li>понимание гибких методологий разработки (Scrum),</li> <li>опыт работы с системами учета, e-commerce или в сфере автоматизации розничной торговли.</li> </ul> <p><strong>Технологический стек:</strong></p> <p>Python 2, Python 3, Django, DRF.</p> <p><strong>Со своей стороны предлагаем:</strong></p> <ul> <li>вилка заработной платы: 150 000 руб. на руки,</li> <li>официальное трудоустройство, социальные гарантии,</li> <li>развитие с возможностью посещения профессиональных конференций,</li> <li>авралы и переработки не приветствуются,</li> <li>уютный офис с кофе-машиной, снеками и теннисным столом,</li> <li>детские подарки на Новый год и первоклассникам,</li> <li>бесплатное посещение бассейна, зала для игры в волейбол,</li> <li>льготу на покупку MacBook,</li> <li>удаленным сотрудникам предоставляем мощные ноутбуки.</li> </ul> <p><strong>Этапы найма:</strong></p> <ul> <li>20-минутное общение с HR,</li> <li>собеседование с техническим директором (40 мин. - час).</li> </ul> <p><em><strong>Иногородним кандидатам, желающим переехать в Ульяновск, помогаем с переездом и обустройством</strong></em></p> <p>Вот мой телеграм, стучись, всё обсудим: @olgasamarina_hr</p> <p> </p> <p> </p>;98;Ульяновск;Python разработчик (удаленно);LiteBox;2021-02-01;150000;150000
